gene	locus_tag	start	end	strand	product
rlmN	b2517	2643128	2644283	-1	23S rRNA m(2)A2503 methyltransferase/tRNA m(2)A37 methyltransferase
ndk	b2518	2644432	2644864	-1	nucleoside diphosphate kinase
pbpC	b2519	2645012	2647325	-1	peptidoglycan glycosyltransferase PbpC
yfhM	b2520	2647325	2652287	-1	alpha2-macroglobulin
sseA	b2521	2652493	2653339	1	3-mercaptopyruvate sulfurtransferase
timP	b4812	2654000	2654126	1	putative toxic protein TimP
sseB	b2522	2654156	2654933	-1	protein SseB
pepB	b2523	2655074	2656358	-1	aminopeptidase B
iscX	b2524	2656535	2656736	-1	accessory [Fe-S] cluster assembly protein IscX
fdx	b2525	2656747	2657083	-1	reduced ferredoxin
hscA	b2526	2657084	2658935	-1	[Fe-S] cluster biosynthesis chaperone HscA
hscB	b2527	2658951	2659467	-1	[Fe-S] cluster biosynthesis co-chaperone HscB
iscA	b2528	2659562	2659886	-1	iron-sulfur cluster insertion protein IscA
iscU	b2529	2659902	2660289	-1	scaffold protein for [Fe-S] cluster assembly
iscS	b2530	2660316	2661531	-1	cysteine desulfurase IscS
iscR	b2531	2661642	2662131	-1	DNA-binding transcriptional dual regulator IscR
trmJ	b2532	2662582	2663323	-1	tRNA Cm32/Um32 methyltransferase
suhB	b2533	2663441	2664245	1	Nus factor SuhB
yfhR	b2534	2664389	2665244	1	putative peptidase
csiE	b2535	2665434	2666715	1	stationary phase-inducible protein CsiE
hcaT	b2536	2666706	2667846	-1	putative 3-phenylpropionate transporter
hcaR	b2537	2668005	2668896	-1	DNA-binding transcriptional dual regulator HcaR
iroK	b4706	2668005	2668071	-1	protein IroK
hcaE	b2538	2669031	2670393	1	putative 3-phenylpropionate/cinnamate dioxygenase subunit alpha
hcaF	b2539	2670389	2670908	1	putative 3-phenylpropionate/cinnamate dioxygenase subunit beta
hcaC	b2540	2670907	2671228	1	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin subunit
hcaB	b2541	2671224	2672037	1	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase
hcaD	b2542	2672046	2673249	1	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit
yphA	b2543	2673345	2673768	1	putative inner membrane protein
yphB	b2544	2673815	2674688	-1	putative aldose 1-epimerase YphB
yphC	b2545	2674699	2675761	-1	putative zinc-binding dehydrogenase YphC
yphD	b2546	2675826	2676825	-1	putative ABC transporter membrane subunit YphD
yphE	b2547	2676849	2678361	-1	putative ABC transporter ATP-binding protein YphE
yphF	b2548	2678383	2679367	-1	putative ABC transporter periplasmic binding protein YphF
yphG	b2549	2679463	2682745	-1	DUF5107 domain-containing protein YphG
yphH	b2550	2682862	2684056	1	putative DNA-binding transcriptional regulator, NAGC-like
glyA	b2551	2684253	2685507	-1	serine hydroxymethyltransferase
hmp	b2552	2685834	2687025	1	nitric oxide dioxygenase
glnB	b2553	2687069	2687408	-1	nitrogen regulatory protein PII-1
glrR	b2554	2687468	2688803	-1	DNA-binding transcriptional activator GlrR
qseG	b2555	2688792	2689506	-1	outer membrane lipoprotein QseG
glrK	b2556	2689670	2691098	-1	histidine kinase GlrK
purL	b2557	2691655	2695543	-1	phosphoribosylformylglycinamide synthetase
mltF	b2558	2695800	2697357	1	membrane-bound lytic murein transglycosylase F
tadA	b2559	2697353	2697857	-1	tRNA adenosine(34) deaminase
pgpC	b2560	2697914	2698550	-1	phosphatidylglycerophosphatase C
yfhH	b2561	2698758	2699607	1	putative DNA-binding transcriptional regulator YfhH
yfhL	b2562	2699662	2699923	1	putative 4Fe-4S cluster-containing protein YfhL
shoB	b4687	2700116	2700197	-1	toxic peptide ShoB
acpS	b2563	2700617	2700998	-1	holo-[acyl-carrier-protein] synthase
pdxJ	b2564	2700997	2701729	-1	pyridoxine 5'-phosphate synthase
recO	b2565	2701740	2702469	-1	recombination mediator protein RecO
era	b2566	2702480	2703386	-1	30S ribosomal subunit maturation GTPase Era
rnc	b2567	2703382	2704063	-1	RNase III
lepB	b2568	2704334	2705309	-1	signal peptidase I
lepA	b2569	2705324	2707124	-1	30S ribosomal subunit biogenesis factor LepA
rseC	b2570	2707321	2707801	-1	regulatory protein RseC
rseB	b2571	2707797	2708754	-1	anti-sigma factor stabilizing protein RseB
rseA	b2572	2708753	2709404	-1	anti-sigma-E factor RseA
rpoE	b2573	2709436	2710012	-1	RNA polymerase sigma factor RpoE
rseD	b4725	2710008	2710164	-1	rpoE leader peptide
nadB	b2574	2710419	2712042	1	L-aspartate oxidase
yfiC	b2575	2712026	2712764	-1	tRNA m(6)A37 methyltransferase
srmB	b2576	2712895	2714230	1	ATP-dependent RNA helicase SrmB
yfiE	b2577	2714438	2715320	-1	putative LysR-type DNA-binding transcriptional regulator YfiE
eamB	b2578	2715422	2716010	1	cysteine/O-acetylserine exporter EamB
grcA	b2579	2716065	2716449	-1	stress-induced alternate pyruvate formate-lyase subunit
ung	b2580	2716753	2717443	1	uracil-DNA glycosylase
yfiF	b2581	2717490	2718528	-1	putative methyltransferase YfiF
trxC	b2582	2718734	2719154	1	thioredoxin 2
tapT	b2583	2719222	2719921	1	tRNA 3-amino-3-carboxypropyltransferase
patZ	b2584	2719952	2722613	1	peptidyl-lysine N-acetyltransferase
pssL	b4782	2722701	2722743	1	protein PssL
pssA	b2585	2722726	2724082	1	phosphatidylserine synthase
yfiM	b2586	2724127	2724451	1	DUF2279 domain-containing protein YfiM
kgtP	b2587	2724447	2725746	-1	alpha-ketoglutarate:H(+) symporter
yfiS	b4783	2725924	2725987	1	protein YfiS
clpB	b2592	2731599	2734173	-1	chaperone protein ClpB
clpB	b2592	2731599	2733729	-1	ClpB80
yfiH	b2593	2734302	2735034	-1	purine nucleoside phosphorylase YfiH
rluD	b2594	2735030	2736011	-1	23S rRNA pseudouridine(1911/1915/1917) synthase
bamD	b2595	2736145	2736883	1	outer membrane protein assembly factor BamD
raiA	b2597	2737153	2737495	1	ribosome-associated inhibitor A
pheL	b2598	2737598	2737646	1	phe operon leader peptide
pheA	b2599	2737744	2738905	1	fused chorismate mutase/prephenate dehydratase
tyrA	b2600	2738947	2740069	-1	fused chorismate mutase/prephenate dehydrogenase
aroF	b2601	2740079	2741150	-1	3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive
yfiL	b2602	2741359	2741725	1	DUF2799 domain-containing lipoprotein YfiL
yfiR	b2603	2741874	2742393	1	DUF4154 domain-containing protein YfiR
dgcN	b2604	2742382	2743609	1	diguanylate cyclase DgcN
yfiB	b2605	2743624	2744107	1	lipoprotein YfiB
rplS	b2606	2744182	2744530	-1	50S ribosomal subunit protein L19
trmD	b2607	2744571	2745339	-1	tRNA m(1)G37 methyltransferase
rimM	b2608	2745369	2745918	-1	ribosome maturation factor RimM
rpsP	b2609	2745936	2746185	-1	30S ribosomal subunit protein S16
ffh	b2610	2746433	2747795	-1	signal recognition particle protein component
ypjD	b2611	2747961	2748753	1	cytochrome c assembly family protein
yfjD	b4461	2748773	2750060	1	UPF0053 family inner membrane protein YfjD
grpE	b2614	2750114	2750708	-1	nucleotide exchange factor GrpE
nadK	b2615	2750830	2751709	1	NAD kinase
recN	b2616	2751794	2753456	1	DNA repair protein RecN
bamE	b2617	2753604	2753946	1	outer membrane protein assembly factor BamE
yfjF	b2618	2754007	2754298	-1	putative component of the Rsx system
ratA	b2619	2754287	2754764	-1	ribosome association toxin RatA
smpB	b2620	2754895	2755378	1	SsrA-binding protein
intA	b2622	2756158	2757400	1	integrase IntA
yfjH	b2623	2757643	2758600	-1	uncharacterized protein YfjH
alpA	b2624	2758643	2758856	1	DNA-binding transcriptional activator AlpA
yfjI	b2625	2758984	2760394	1	DUF3987 domain-containing protein YfjI
yfjJ	b2626	2760546	2761173	1	protein YfjJ
abpB	b2627	2761350	2763540	-1	putative helicase YfjK
abpA	b2628	2763536	2765153	-1	anti-bacteriophage protein
yfjM	b2629	2765512	2765776	-1	protein YfjM
rnlA	b2630	2765917	2766991	1	RNase LS, toxin of the RnlAB toxin-antitoxin system
rnlB	b2631	2766983	2767355	1	antitoxin RnlB
yfjP	b2632	2767709	2768573	1	putative GTP-binding protein YfjP
yfjQ	b2633	2768664	2769486	1	DUF932 domain-containing protein YfjQ
yfjR	b2634	2769702	2770404	1	putative DNA-binding transcriptional regulator YfjR
ypjK	b2635	2770444	2770681	1	uncharacterized protein YpjK
yfjS	b2636	2770680	2771124	1	inner membrane lipoprotein YfjS
yfjT	b2637	2771147	2771615	1	uncharacterized protein YfjT
yfjU	b2638	2771839	2772154	-1	putative arsenate reductase-like protein YfjU
yfjW	b2642	2773317	2775021	1	uncharacterized protein YfjW
lfgA	b2643	2775918	2776377	1	putative antirestriction protein
lfgB	b2644	2776385	2776868	1	CP4-57 prophage protease
ypjJ	b4548	2776876	2777077	1	DUF987 domain-containing protein YpjJ
yfjZ	b2645	2777114	2777432	1	putative antitoxin of the YpjF-YfjZ toxin-antitoxin system
ypjF	b2646	2777452	2777782	1	toxin of the YpjF-YfjZ toxin-antitoxin system
ypjA	b2647	2778145	2782726	-1	adhesin-like autotransporter YpjA
ypjB	b2649	2783637	2784429	-1	DUF5508 domain-containing protein YpjB
ypjC	b2650	2784528	2785011	-1	DUF5507 domain-containing protein YpjC
glaH	b2659	2788984	2789962	1	glutarate dioxygenase GlaH
lhgD	b2660	2789981	2791250	1	L-2-hydroxyglutarate dehydrogenase
gabD	b2661	2791272	2792721	1	succinate-semialdehyde dehydrogenase (NADP(+)) GabD
gabT	b2662	2792734	2794015	1	4-aminobutyrate aminotransferase GabT
gabP	b2663	2794252	2795653	1	4-aminobutanoate:H(+) symporter
glaR	b2664	2795673	2796336	1	DNA-binding transcriptional repressor GlaR
kbp	b2665	2796336	2796786	-1	K(+) binding protein
yqaE	b2666	2796869	2797028	-1	Pmp3 family protein YqaE
ygaV	b2667	2797210	2797510	1	putative DNA-binding transcriptional regulator YgaV
ygaP	b2668	2797519	2798044	1	thiosulfate sulfurtransferase YgaP
stpA	b2669	2798090	2798495	-1	DNA-binding transcriptional repressor StpA with RNA chaperone activity
alaE	b2670	2799163	2799613	1	L-alanine exporter
ygaC	b2671	2799649	2799994	-1	DUF2002 domain-containing protein YgaC
ygaM	b2672	2800145	2800475	1	tail-anchored inner membrane protein YgaM
nrdH	b2673	2800722	2800968	1	glutaredoxin-like protein NrdH
nrdI	b2674	2800964	2801375	1	dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI
nrdE	b2675	2801347	2803492	1	ribonucleoside-diphosphate reductase 2 subunit alpha
nrdF	b2676	2803501	2804461	1	ribonucleoside-diphosphate reductase 2 subunit beta
proV	b2677	2804814	2806017	1	glycine betaine ABC transporter ATP binding subunit ProV
proW	b2678	2806009	2807074	1	glycine betaine ABC transporter membrane subunit ProW
proX	b2679	2807131	2808124	1	glycine betaine ABC transporter periplasmic binding protein ProX
ygaZ	b2682	2809616	2810354	1	L-valine exporter, YgaZ component
ygaH	b2683	2810343	2810679	1	L-valine exporter, YgaH component
mprA	b2684	2810769	2811300	1	DNA-binding transcriptional regulator MprA
emrA	b2685	2811426	2812599	1	multidrug efflux pump membrane fusion protein EmrA
emrB	b2686	2812615	2814154	1	multidrug efflux pump membrane subunit EmrB
luxS	b2687	2814217	2814733	-1	S-ribosylhomocysteine lyase
gshA	b2688	2814882	2816439	-1	glutamate--cysteine ligase
yqaA	b2689	2816511	2816940	-1	DedA family protein YqaA
yqaB	b2690	2816936	2817503	-1	fructose-1-phosphate phosphatase YqaB
csrA	b2696	2818960	2819146	-1	carbon storage regulator
alaS	b2697	2819380	2822011	-1	alanine--tRNA ligase/DNA-binding transcriptional repressor
recX	b2698	2822138	2822639	-1	RecA inhibitor RecX
recA	b2699	2822707	2823769	-1	DNA recombination/repair protein RecA
pncC	b2700	2823848	2824346	-1	NMN aminohydrolase
mltB	b2701	2824490	2825576	-1	membrane-bound lytic murein transglycosylase B
srlA	b2702	2825831	2826395	1	sorbitol-specific PTS enzyme IIC2 component
srlE	b2703	2826391	2827351	1	sorbitol-specific PTS enzyme IIBC1 component
srlB	b2704	2827361	2827733	1	sorbitol-specific PTS enzyme IIA component
srlD	b2705	2827736	2828516	1	sorbitol-6-phosphate 2-dehydrogenase
gutM	b2706	2828620	2828980	1	DNA-binding transcriptional activator GutM
srlR	b2707	2829046	2829820	1	DNA-binding transcriptional repressor SrlR
gutQ	b2708	2829812	2830778	1	D-arabinose 5-phosphate isomerase GutQ
norR	b2709	2830774	2832289	-1	DNA-binding transcriptional dual regulator NorR
norV	b2710	2832475	2833915	1	anaerobic nitric oxide reductase flavorubredoxin
norW	b2711	2833911	2835045	1	NADH:flavorubredoxin reductase
hypF	b2712	2835172	2837425	-1	carbamoyl--[HypE] ligase
hydN	b2713	2837577	2838105	-1	putative electron transport protein HydN
ascG	b2714	2838253	2839264	-1	DNA-binding transcriptional repressor AscG
ascF	b2715	2839523	2840981	1	cryptic beta-glucoside specific PTS enzyme IIBC component
ascB	b2716	2840989	2842414	1	cryptic 6-phospho-beta-glucosidase AscB
hycI	b2717	2842572	2843043	-1	hydrogenase 3 maturation protease
hycH	b2718	2843035	2843446	-1	formate hydrogenlyase assembly protein
hycG	b2719	2843442	2844210	-1	hydrogenase 3 [Fe-S] protein HycG
hycF	b2720	2844209	2844752	-1	hydrogenase 3 [Fe-S] protein HycF
hycE	b2721	2844761	2846471	-1	hydrogenase 3 large subunit
hycD	b2722	2846488	2847412	-1	hydrogenase 3 membrane subunit HycD
hycC	b2723	2847414	2849241	-1	hydrogenase 3 membrane subunit HycC
hycB	b2724	2849237	2849849	-1	hydrogenase 3 [Fe-S] protein HycB
hycA	b2725	2849973	2850435	-1	regulator of the transcriptional regulator FhlA
hypA	b2726	2850646	2850997	1	hydrogenase 3 Ni(2(+)) incorporation protein HypA
hypB	b2727	2851000	2851873	1	hydrogenase isoenzymes Ni(2(+)) incorporation protein HypB
hypC	b2728	2851863	2852136	1	hydrogenase maturation factor HypC
hypD	b2729	2852135	2853257	1	Fe-(CN)2CO cofactor assembly scaffold protein HypD
hypE	b2730	2853253	2854264	1	carbamoyl dehydratase HypE
fhlA	b2731	2854337	2856416	1	DNA-binding transcriptional activator FhlA
ygbA	b2732	2856452	2856806	-1	protein YgbA
mutS	b2733	2857092	2859654	1	DNA mismatch repair protein MutS
pphB	b2734	2859759	2860416	1	phosphoprotein phosphatase 2
ygbI	b2735	2860466	2861234	-1	DNA-binding transcriptional repressor YgbI
ygbJ	b2736	2861429	2862338	1	putative L-threonate dehydrogenase
ygbK	b2737	2862334	2863501	1	putative 3-oxo-tetronate kinase YgbK
ygbL	b2738	2863592	2864231	1	putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL
ygbM	b2739	2864235	2865012	1	putative 2-oxo-tetronate isomerase YgbM
ygbN	b2740	2865100	2866465	1	putative transporter YgbN
rpoS	b2741	2866558	2867551	-1	RNA polymerase sigma factor RpoS
nlpD	b2742	2867613	2868753	-1	murein hydrolase activator NlpD
pcm	b2743	2868892	2869519	-1	protein-L-isoaspartate O-methyltransferase
umpG	b2744	2869512	2870274	-1	broad specificity 5'(3')-nucleotidase and polyphosphatase
truD	b2745	2870254	2871304	-1	tRNA pseudouridine(13) synthase
ispF	b2746	2871300	2871780	-1	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
ispD	b2747	2871779	2872490	-1	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
ftsB	b2748	2872508	2872820	-1	cell division protein FtsB
ygbE	b2749	2873013	2873337	-1	DUF3561 domain-containing inner membrane protein YgbE
cysC	b2750	2873386	2873992	-1	adenylyl-sulfate kinase
cysN	b2751	2873991	2875419	-1	sulfate adenylyltransferase subunit 1
cysD	b2752	2875420	2876329	-1	sulfate adenylyltransferase subunit 2
iap	b2753	2876580	2877618	1	alkaline phosphatase isozyme conversion protein
cas2	b2754	2878568	2878853	-1	CRISPR-associated endoribonuclease Cas2
cas1	b2755	2878854	2879772	-1	multifunctional nuclease Cas1
casE	b2756	2879787	2880387	-1	pre-CRISPR RNA endonuclease
casD	b2757	2880373	2881048	-1	type I-E CRISPR system Cascade subunit CasD
casC	b2758	2881050	2882142	-1	type I-E CRISPR system Cascade subunit CasC
casB	b2759	2882154	2882637	-1	type I-E CRISPR system Cascade subunit CasB
casA	b2760	2882629	2884138	-1	type I-E CRISPR system Cascade subunit CasA
cas3	b2761	2884552	2887219	-1	CRISPR-associated endonuclease/helicase Cas3
cysH	b2762	2887577	2888312	-1	phosphoadenosine phosphosulfate reductase
cysI	b2763	2888386	2890099	-1	sulfite reductase, hemoprotein subunit
cysJ	b2764	2890098	2891898	-1	sulfite reductase, flavoprotein subunit
queD	b2765	2892213	2892579	1	6-carboxy-5,6,7,8-tetrahydropterin synthase
ygcN	b2766	2892656	2893928	1	putative oxidoreductase with FAD/NAD(P)-binding domain
ygcO	b2767	2893918	2894179	1	putative 4Fe-4S cluster-containing protein
ygcP	b2768	2894195	2894771	1	putative anti-terminator regulatory protein
ygcQ	b2769	2894918	2895779	-1	putative flavoprotein
ygcR	b2770	2895775	2896555	-1	putative flavoprotein
ygcS	b2771	2896532	2897870	-1	putative transporter YgcS
ygcU	b4463	2897963	2899418	-1	putative FAD-containing dehydrogenase
ygcW	b2774	2899487	2900273	-1	putative deoxygluconate dehydrogenase
yqcE	b2775	2900591	2901869	1	putative transport protein YqcE
ygcE	b2776	2901895	2903374	1	putative sugar kinase YgcE
queE	b2777	2904746	2905418	-1	putative 7-carboxy-7-deazaguanine synthase QueE
yqcG	b4682	2905556	2905697	1	cell envelope stress response protein YqcG
ygcG	b2778	2905710	2906583	1	TPM domain-containing protein YgcG
eno	b2779	2906642	2907941	-1	enolase
pyrG	b2780	2908028	2909666	-1	CTP synthetase
mazG	b2781	2909893	2910685	-1	nucleoside triphosphate pyrophosphohydrolase
mazF	b2782	2910755	2911091	-1	endoribonuclease toxin MazF
mazE	b2783	2911090	2911339	-1	antitoxin of the MazF-MazE toxin-antitoxin system MazE
relA	b2784	2911416	2913651	-1	GDP/GTP pyrophosphokinase
rlmD	b2785	2913698	2915000	-1	23S rRNA m(5)U1939 methyltransferase
barA	b2786	2915056	2917813	1	sensor histidine kinase BarA
gudD	b2787	2918044	2919385	-1	D-glucarate dehydratase
gudX	b2788	2919405	2920746	-1	glucarate dehydratase-related protein
gudP	b2789	2920747	2922100	-1	galactarate/D-glucarate transporter GudP
yqcA	b2790	2922534	2922984	-1	putative flavodoxin YqcA
truC	b2791	2923001	2923784	-1	tRNA pseudouridine(65) synthase
yqcC	b2792	2923783	2924113	-1	DUF446 domain-containing protein YqcC
syd	b2793	2924734	2925280	-1	SecY-interacting protein
queF	b2794	2925347	2926196	1	7-cyano-7-deazaguanine reductase
ppnN	b2795	2926307	2927672	1	nucleotide 5'-monophosphate nucleosidase
sdaC	b2796	2928228	2929518	1	L-serine:H(+) symporter
sdaB	b2797	2929575	2930943	1	L-serine deaminase II
ygdG	b2798	2931054	2931810	1	flap endonuclease
fucO	b2799	2931864	2933013	-1	L-1,2-propanediol oxidoreductase
fucA	b2800	2933040	2933688	-1	L-fuculose-phosphate aldolase
fucP	b2801	2934234	2935551	1	L-fucose:H(+) symporter
fucI	b2802	2935583	2937359	1	L-fucose isomerase
fucK	b2803	2937467	2938886	1	L-fuculokinase
fucU	b2804	2938887	2939310	1	L-fucose mutarotase
fucR	b2805	2939367	2940099	1	DNA-binding transcriptional activator FucR
rlmM	b2806	2940142	2941243	-1	23S rRNA 2'-O-ribose C2498 methyltransferase
ygdD	b2807	2941235	2941631	-1	DUF423 domain-containing inner membrane protein YgdD
gcvA	b2808	2941649	2942567	-1	DNA-binding transcriptional dual regulator GcvA
ygdI	b2809	2942917	2943145	-1	DUF903 domain-containing lipoprotein YgdI
csdA	b2810	2943336	2944542	1	cysteine sulfinate desulfinase
csdE	b2811	2944541	2944985	1	sulfur acceptor protein CsdE
tcdA	b2812	2945035	2945842	-1	tRNA threonylcarbamoyladenosine dehydratase
mltA	b2813	2946080	2947178	-1	membrane-bound lytic murein transglycosylase A
amiC	b2817	2947756	2949010	-1	N-acetylmuramoyl-L-alanine amidase C
argA	b2818	2949241	2950573	1	N-acetylglutamate synthase
recD	b2819	2950634	2952461	-1	exodeoxyribonuclease V subunit RecD
recB	b2820	2952460	2956003	-1	exodeoxyribonuclease V subunit RecB
ptrA	b2821	2955995	2958884	-1	protease 3
recC	b2822	2959059	2962428	-1	exodeoxyribonuclease V subunit RecC
ppdC	b2823	2962440	2962764	-1	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdC
ygdB	b2824	2962748	2963156	-1	DUF2509 domain-containing protein YgdB
ppdB	b2825	2963152	2963716	-1	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdB
ppdA	b2826	2963706	2964177	-1	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdA
thyA	b2827	2964360	2965155	-1	thymidylate synthase
lgt	b2828	2965161	2966037	-1	phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
